"1splitHere46","14139614splitHere46","get()"
"2splitHere46","14139614splitHere46","run()"
"3splitHere46","14139813splitHere46","import java.awt.Color;<newline46mondego>import java.awt.Container;<newline46mondego><newline46mondego>import javax.swing.BorderFactory;<newline46mondego>import javax.swing.JFrame;<newline46mondego>import javax.swing.JScrollPane;<newline46mondego>import javax.swing.JTextArea;<newline46mondego>import javax.swing.SwingUtilities;<newline46mondego><newline46mondego>public class TestTextArea {<newline46mondego><newline46mondego>    private void initUI() {<newline46mondego>        JFrame frame = new JFrame(<doubleQuotes46>test<doubleQuotes46>);<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        JTextArea chatPanel = null;<newline46mondego>        JScrollPane scrollPanel = null;<newline46mondego>        Container pane = frame.getContentPane();<newline46mondego>        pane.setLayout(null);<newline46mondego>        if (chatPanel == null) {<newline46mondego>            chatPanel = new JTextArea(<doubleQuotes46>derp<doubleQuotes46>);<newline46mondego>            chatPanel.setEditable(false);<newline46mondego>            chatPanel.setForeground(new Color(10, 191, 26));<newline46mondego>            chatPanel.setOpaque(false);<newline46mondego>            scrollPanel = new JScrollPane(chatPanel);<newline46mondego>            scrollPanel.setOpaque(false);<newline46mondego>            scrollPanel.getViewport().setOpaque(false);<newline46mondego>            scrollPanel.setBorder(BorderFactory.createEmptyBorder());<newline46mondego>        }<newline46mondego><newline46mondego>        // ## marked area ##<newline46mondego>        scrollPanel.setBounds(9, 596, 435, 138);<newline46mondego>        pane.add(scrollPanel);<newline46mondego>        frame.validate();<newline46mondego>        frame.setSize(600, 800);<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                new TestTextArea().initUI();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"4splitHere46","14139813splitHere46","LayoutManager"
"5splitHere46","14139813splitHere46","pack()"
"6splitHere46","14139813splitHere46","revalidate()"
"7splitHere46","14139861splitHere46","PrintWriter out = new PrintWriter(new FileWriter(<doubleQuotes46>output.txt<doubleQuotes46>));<newline46mondego>"
"8splitHere46","14139861splitHere46","while (...) {<newline46mondego>    ...<newline46mondego>    if (!id.equals(bookid.trim())) {<newline46mondego>        out.println(bs);<newline46mondego>    }<newline46mondego>}<newline46mondego>out.close();<newline46mondego>"
"9splitHere46","14139884splitHere46","return pq.asList(FetchOptions.Builder.withOffset(5).limit(5));<newline46mondego>"
"10splitHere46","14139946splitHere46","INSERT INTO product ([productn],[quantity],[price],[date]) VALUES ('<doubleQuotes46> + product + <doubleQuotes46>','<doubleQuotes46> + quantity + <doubleQuotes46>','<doubleQuotes46> + price + <doubleQuotes46>','<doubleQuotes46> + date + <doubleQuotes46>')<newline46mondego>"
"11splitHere46","14139985splitHere46","Icosmos.class.isInstance(parameterTypes[0])<newline46mondego>"
"12splitHere46","14139985splitHere46","parameterTypes[0] instanceof Icosmos"
"13splitHere46","14139985splitHere46","parameterTypes[0]"
"14splitHere46","14139985splitHere46","Icosmos"
"15splitHere46","14139985splitHere46","java.lang.Class"
"16splitHere46","14139985splitHere46","Icosmos.class.isAssignableFrom(parameterTypes[0])<newline46mondego>"
"17splitHere46","14139985splitHere46","parameterTypes[0]"
"18splitHere46","14139985splitHere46","Icosmos"
"19splitHere46","14139985splitHere46","x"
"20splitHere46","14139985splitHere46","parameterTypes[0]"
"21splitHere46","14139985splitHere46","Icosmos foo = x;<newline46mondego>"
"22splitHere46","14139985splitHere46","Icosmos"
"23splitHere46","14139985splitHere46","args[0] instanceof Icosmos<newline46mondego>"
"24splitHere46","14140002splitHere46","@ApplicationScoped"
"25splitHere46","14140002splitHere46","@ManagedBean(name=<doubleQuotes46>productsBean<doubleQuotes46>)<newline46mondego>@RequestScoped<newline46mondego>public class ProductsBean implements Serializable {<newline46mondego><newline46mondego>private List <Product> products;<newline46mondego><newline46mondego>@ManagedProperty(value=<doubleQuotes46>#{applicationBean}<doubleQuotes46>)<newline46mondego>private applicationBean appBean;<newline46mondego><newline46mondego>public ProductsBean(){<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>}<newline46mondego>"
"26splitHere46","14140367splitHere46","request.getSession(true)"
"27splitHere46","14140367splitHere46","s1 == s2"
"28splitHere46","14140367splitHere46","s1.equals(s2)"
"29splitHere46","14140367splitHere46","=="
"30splitHere46","14140547splitHere46","Pattern.compile(<doubleQuotes46>\\/image\\/[^.]*\\.<doubleQuotes46>);<newline46mondego>"
"31splitHere46","14140621splitHere46","int n=  Integer.valueOf(textFieldCustomerSocSecNbr.getText());<newline46mondego>"
"32splitHere46","14140683splitHere46","<int:channel id=<doubleQuotes46>recieveEmailChannel<doubleQuotes46>>  <newline46mondego><int:queue/><newline46mondego><int:interceptors><newline46mondego>    <int:wire-tap channel=<doubleQuotes46>logger<doubleQuotes46>/><newline46mondego></int:interceptors><newline46mondego></int:channel><newline46mondego>"
"33splitHere46","14140734splitHere46","<class name=<doubleQuotes46>User<doubleQuotes46> table=<doubleQuotes46>user<doubleQuotes46> catalog=<doubleQuotes46>apurement<doubleQuotes46>>"
"34splitHere46","14140734splitHere46","<class name=<doubleQuotes46>com.beans.User<doubleQuotes46> table=<doubleQuotes46>user<doubleQuotes46> catalog=<doubleQuotes46>apurement<doubleQuotes46>>"
"35splitHere46","14140785splitHere46","DateFormat dateFormat = new SimpleDateFormat(<doubleQuotes46>yyyyMMdd<doubleQuotes46>);<newline46mondego>            Date myDate = new Date(System.currentTimeMillis());<newline46mondego>            System.out.println(<doubleQuotes46>result is <doubleQuotes46>+ dateFormat.format(myDate));<newline46mondego>            Calendar cal = Calendar.getInstance();<newline46mondego>            cal.setTime(myDate);<newline46mondego>            cal.add(Calendar.DATE, -10);<newline46mondego>            System.out.println(dateFormat.format(cal.getTime()));<newline46mondego>"
