"1splitHere46","8473672splitHere46","<aop:aspectj-autoproxy>"
"2splitHere46","8473672splitHere46","@Configuration"
"3splitHere46","8473672splitHere46","@EnableAspectJAutoProxy"
"4splitHere46","8473906splitHere46","getFirst(iterable)"
"5splitHere46","8473906splitHere46","iterable.iterator().next()"
"6splitHere46","8473906splitHere46","getFirst(iterable, default)"
"7splitHere46","8473906splitHere46","getLast(iterable)"
"8splitHere46","8473906splitHere46","getLast(iterable, default)"
"9splitHere46","8474092splitHere46","server -> send packet<newline46mondego>client -> receive packet<newline46mondego>client -> send object<newline46mondego>server -> receive object<newline46mondego>"
"10splitHere46","8474092splitHere46","receive"
"11splitHere46","8474092splitHere46","send"
"12splitHere46","8474108splitHere46","//In the base class <newline46mondego>public static Object lock = new Object();<newline46mondego><newline46mondego>//In the first class<newline46mondego>public void execute() {<newline46mondego>    synchronized(lock) {<newline46mondego>        //do stuff<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>//In the second class<newline46mondego>public void execute() {<newline46mondego>    synchronized(lock) {<newline46mondego>        //do stuff<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"13splitHere46","8474187splitHere46","CountDownTimer"
"14splitHere46","8474187splitHere46","final CountDownTimer myTimer = new CountDownTimer(10000, 5000) {<newline46mondego>@Override<newline46mondego>public void onFinish() {<newline46mondego>    //DO SOMETHING AFTER 10 000 ms<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void onTick(long millisUntilFinished) {<newline46mondego>    //DO SOMETHING EVERY 5 000 ms until stopped<newline46mondego>    }<newline46mondego>}<newline46mondego>myTimer.start() //Starts it<newline46mondego>myTimer.cancel() //Stops it<newline46mondego>"
"15splitHere46","8474187splitHere46","(new Intent(<doubleQuotes46>com.jom.testcdt2.CANCELCLASS<doubleQuotes46>)<newline46mondego>"
"16splitHere46","8474187splitHere46","(new Intent(YOURCLASS.this, CancelClass.class)<newline46mondego>"
"17splitHere46","8474219splitHere46","@Around(<doubleQuotes46>@target(myPackage.SafetyCritical) && @annotation(denyPackage.Deny)<doubleQuotes46>)<newline46mondego>"
"18splitHere46","8474219splitHere46","@target"
"19splitHere46","8474219splitHere46","@annotation"
"20splitHere46","8474219splitHere46","denyPackage.Deny"
"21splitHere46","8474219splitHere46","execution"
"22splitHere46","8474219splitHere46","@Around(<doubleQuotes46>execution(* myPackage.SafetyCritical.*(..)) && @annotation(deny)<doubleQuotes46>)<newline46mondego>"
"23splitHere46","8474303splitHere46","log4j.rootLogger=DEBUG<newline46mondego><newline46mondego># AdminFileAppender - used to log messages in the admin.log file.<newline46mondego>log4j.appender.AdminFileAppender=org.apache.log4j.FileAppender<newline46mondego><newline46mondego>log4j.appender.AdminFileAppender.File=admin.log<newline46mondego><newline46mondego>log4j.appender.AdminFileAppender.layout=org.apache.log4j.PatternLayout<newline46mondego>log4j.appender.AdminFileAppender.layout.ConversionPattern= %-4r [%t] %-5p %c %x - %m%n<newline46mondego><newline46mondego># ReportFileAppender - used to log messages in the report.log file.<newline46mondego>log4j.appender.ReportFileAppender=org.apache.log4j.FileAppender<newline46mondego><newline46mondego>log4j.appender.ReportFileAppender.File=report.log<newline46mondego><newline46mondego>log4j.appender.ReportFileAppender.layout=org.apache.log4j.PatternLayout<newline46mondego>log4j.appender.ReportFileAppender.layout.ConversionPattern= %-4r [%t] %-5p %c %x - %m%n<newline46mondego><newline46mondego>log4j.logger.com.vaannila.admin=WARN,AdminFileAppender <newline46mondego>log4j.logger.com.vaannila.report=DEBUG,ReportFileAppender <newline46mondego>"
