"1splitHere46","9639022splitHere46","public static final String WELCOME_MESSAGE = <doubleQuotes46>Hello, welcome to the server<doubleQuotes46>;<newline46mondego>"
"2splitHere46","9639022splitHere46","public"
"3splitHere46","9639022splitHere46","private"
"4splitHere46","9639022splitHere46","protected"
"5splitHere46","9639030splitHere46","e.printStackTrace()"
"6splitHere46","9639030splitHere46","UPDATE item SET Name = ?, Size = ?, Price = ?, WHERE ItemCode = ?"
"7splitHere46","9639030splitHere46","Price = ?"
"8splitHere46","9639030splitHere46","?"
"9splitHere46","9639030splitHere46","set_()"
"10splitHere46","9639030splitHere46","setString()"
"11splitHere46","9639030splitHere46","?"
"12splitHere46","9639030splitHere46","UPDATE item SET Name = ?, // 1<newline46mondego>Size = ?, // 2<newline46mondego>Price = ? // 3<newline46mondego>WHERE ItemCode = ? // 4<newline46mondego>"
"13splitHere46","9639030splitHere46","st.setString(1, textArea_Code.getText()); // ItemCode is fourth in the SQL, should be 4<newline46mondego>st.setString(2, textArea_name.getText()); // Name is first in the SQL, should be 1<newline46mondego>st.setString(3, textArea_size.getText()); // Size is second in the SQL, should be 2<newline46mondego>st.setString(4, textArea_price.getText()); // Price is third in the SQL, should be 3<newline46mondego>"
"14splitHere46","9639252splitHere46","<h:panelGrid>"
"15splitHere46","9639252splitHere46","<h:panelGrid columns=<doubleQuotes46>2<doubleQuotes46> border=<doubleQuotes46>1<doubleQuotes46>><newline46mondego>    <h:panelGroup>OS Verison</h:panelGroup><newline46mondego>    <h:panelGroup>Linux</h:panelGroup><newline46mondego><newline46mondego>    <h:panelGroup>Installed packages</h:panelGroup><newline46mondego>    <h:panelGroup>30</h:panelGroup><newline46mondego><newline46mondego>    <h:panelGroup>Free HDD Space</h:panelGroup><newline46mondego>    <h:panelGroup>30 GB</h:panelGroup><newline46mondego><newline46mondego>    <h:panelGroup>Installed RAM</h:panelGroup><newline46mondego>    <h:panelGroup>2 GB</h:panelGroup><newline46mondego></h:panelGrid><newline46mondego>"
