"1splitHere46","1734403splitHere46","super(calculateRGB(...))"
"2splitHere46","1734403splitHere46","normalize"
"3splitHere46","1734432splitHere46","java.awt.Desktop.getDesktop().browse(new URI(<doubleQuotes46>http://stackoverflow.com<doubleQuotes46>));<newline46mondego>"
"4splitHere46","1734538splitHere46","for (Set<IConnection> set : scope.getConnections()) {<newline46mondego>   for (IConnection iConnection : set) {<newline46mondego>      // use each iConnection<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"5splitHere46","1734574splitHere46","public enum Part {<newline46mondego>  ROTOR(<doubleQuotes46>This is a rotor<doubleQuotes46>);<newline46mondego><newline46mondego>  private final String name;<newline46mondego><newline46mondego>  Part(final String name) {<newline46mondego>      this.name = name;<newline46mondego>  } <newline46mondego><newline46mondego>  @Override<newline46mondego>  public String toString() {<newline46mondego>      return name;<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"6splitHere46","1734653splitHere46","matrixentry"
"7splitHere46","1734653splitHere46","null"
"8splitHere46","1734653splitHere46",".getColumn()"
"9splitHere46","1734653splitHere46",".getNextColumn()"
"10splitHere46","1734653splitHere46","matrixentry = rowArray[row];<newline46mondego><newline46mondego>    while (null != maxtrixentry && matrixentry.getColumn() < col) {<newline46mondego>         matrixentry = matrixentry.getNextColumn();<newline46mondego>    }<newline46mondego><newline46mondego>    if (null == maxtrixentry || matrixentry.getColumn() > col){<newline46mondego>        return 0;<newline46mondego>    }<newline46mondego>    result = matrixentry.getData();<newline46mondego>"
"11splitHere46","1734909splitHere46","SortedMap<String, Letter> map = new TreeMap<String, Letter>();<newline46mondego>for (Letter l : Letter.values()) {<newline46mondego>    map.put(l.getDescription, l);<newline46mondego>}<newline46mondego>return map.values();<newline46mondego>"
"12splitHere46","1735548splitHere46","[RQrq1-6]*"
"13splitHere46","1735548splitHere46","[RQrq1-6]"
