"1splitHere46","6379456splitHere46","import static org.junit.Assert.assertEquals;<newline46mondego>import static org.mockito.Mockito.mock;<newline46mondego>import static org.mockito.Mockito.when;<newline46mondego><newline46mondego>import java.util.Collection;<newline46mondego>import java.util.Iterator;<newline46mondego><newline46mondego>import org.junit.Before;<newline46mondego>import org.junit.Test;<newline46mondego><newline46mondego>public class TestMockedIterator {<newline46mondego><newline46mondego>    private Collection<String> fruits;<newline46mondego>    private Iterator<String> fruitIterator;<newline46mondego><newline46mondego>    @SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>)<newline46mondego>    @Before<newline46mondego>    public void setUp() {<newline46mondego>        fruitIterator = mock(Iterator.class);<newline46mondego>        when(fruitIterator.hasNext()).thenReturn(true, true, true, false);<newline46mondego>            when(fruitIterator.next()).thenReturn(<doubleQuotes46>Apple<doubleQuotes46>)<newline46mondego>            .thenReturn(<doubleQuotes46>Banana<doubleQuotes46>).thenReturn(<doubleQuotes46>Pear<doubleQuotes46>);<newline46mondego><newline46mondego>        fruits = mock(Collection.class);<newline46mondego>        when(fruits.iterator()).thenReturn(fruitIterator);<newline46mondego>    }<newline46mondego><newline46mondego>    @Test<newline46mondego>    public void test() {<newline46mondego>        int iterations = 0;<newline46mondego>        for (String fruit : fruits) {<newline46mondego>            iterations++;<newline46mondego>        }<newline46mondego>        assertEquals(3, iterations);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2splitHere46","6379682splitHere46","JTextPane leftDiffPane = diffPane1;<newline46mondego>JTextPane rightDiffPane = diffPane2;<newline46mondego>JScrollPane spLeft = new JScrollPane(leftDiffPane, JScrollPane.VERTICAL_SCROLLBAR_NEVER, JScrollPane.HORIZONTAL_SCROLLBAR_ALWAYS);<newline46mondego>JScrollPane spRight = new JScrollPane(leftDiffPane, JScrollPane.VERTICAL_SCROLLBAR_AS_NEEDED, JScrollPane.HORIZONTAL_SCROLLBAR_ALWAYS);<newline46mondego>spLeft.getHorizontalScrollBar().setModel(spRight.getHorizontalScrollBar().getModel());<newline46mondego>spLeft.getVerticalScrollBar().setModel(spRight.getVerticalScrollBar().getModel());<newline46mondego><newline46mondego>// ...<newline46mondego>"
"3splitHere46","6379682splitHere46","spLeft.setWheelScrollingEnabled(false);<newline46mondego>spLeft.addMouseWheelListener(new MouseWheelListener() {<newline46mondego>    public void mouseWheelMoved(MouseWheelEvent e) {<newline46mondego>        spRight.dispatchEvent(e);<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"4splitHere46","6379693splitHere46","public class Person {<newline46mondego>    int age = 18;<newline46mondego>}<newline46mondego><newline46mondego>class Student extends Person {<newline46mondego><newline46mondego>    int age; // Hides the super variable<newline46mondego><newline46mondego>    public Student() {<newline46mondego>        this.age = 22;<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        Student student = new Student();<newline46mondego>        student.doSomthing();<newline46mondego>    }<newline46mondego><newline46mondego>    void doSomthing() {<newline46mondego>        System.out.println(this.age);<newline46mondego>        System.out.println(super.age);<newline46mondego>    }<newline46mondego>}  <newline46mondego>"
"5splitHere46","6379707splitHere46","public static boolean atLeastOneEmpty(String firstString, String... strings){<newline46mondego>      if(firstString == null || firstString.isEmpty())<newline46mondego>         return true;<newline46mondego><newline46mondego>      for(String str : strings){<newline46mondego>         if(str == null || str.isEmpty())<newline46mondego>            return true;<newline46mondego>      }<newline46mondego>      return false;<newline46mondego><newline46mondego>    }<newline46mondego>"
"6splitHere46","6379734splitHere46","</LinearLayout>"
"7splitHere46","6379796splitHere46","BroadcastReceiver"
"8splitHere46","6379974splitHere46","sw101=null;<newline46mondego>"
"9splitHere46","6379974splitHere46","deserialize"
"10splitHere46","6380072splitHere46","/**<newline46mondego>* This class does some really awesome stuff.<newline46mondego>* It uses PostreSQL. <newline46mondego>*<newline46mondego>* @author Steph the Great<newline46mondego>* @author Freddy Four Fingers<newline46mondego>*/<newline46mondego>// DEC2012 - Fred - Modified to use PostgreSQL instead of Derby (but really, use SCM!)<newline46mondego>class Awesome { ... }<newline46mondego>"
"11splitHere46","6380072splitHere46","@author"
"12splitHere46","6380072splitHere46","@author Unknown"
"13splitHere46","6380072splitHere46","@author unascribed"
"14splitHere46","6380483splitHere46","ZipEntry"
"15splitHere46","6380813splitHere46","buffer.toString().getBytes()"
"16splitHere46","6380813splitHere46","getBytes()"
"17splitHere46","6380953splitHere46","@Override<newline46mondego>        public boolean setViewValue(View view, Cursor cursor, int column) {<newline46mondego>            if( column == col ){ <newline46mondego>                ImageView img = (ImageView) ((View)view.getParent()).findViewById(R.id.icon);<newline46mondego>                if(cursor.getString(col).equals(<doubleQuotes46>Y<doubleQuotes46>))<newline46mondego>                {<newline46mondego>                    img.setBackgroundResource(R.drawable.img1);<newline46mondego>                }<newline46mondego>                else<newline46mondego>                {<newline46mondego>                    img.setBackgroundResource(R.drawable.img2);                        <newline46mondego>                }<newline46mondego>                return true;<newline46mondego>            }<newline46mondego>            return false;<newline46mondego>        }<newline46mondego>    });<newline46mondego>"
"18splitHere46","6380985splitHere46","<type/>"
"19splitHere46","6380985splitHere46","<field/>"
"20splitHere46","6380985splitHere46","Set"
"21splitHere46","6380985splitHere46","<field><newline46mondego>   <type>Set</type><newline46mondego>   <name>archetypes</name><newline46mondego>   <association><newline46mondego>     <type>Archetype</type><newline46mondego>     <multiplicity>*</multiplicity><newline46mondego>   </association><newline46mondego>   <description>List of Archetypes available in this catalog.</description><newline46mondego></field><newline46mondego>"
"22splitHere46","6380985splitHere46","Set"
"23splitHere46","6380985splitHere46","<default/>"
"24splitHere46","6380985splitHere46","java.util.HashSet"
"25splitHere46","6380985splitHere46","<default><newline46mondego>    <key>java.util.Set</key><newline46mondego>    <value>new java.util.TreeSet&lt;?&gt;()</value><newline46mondego></default><newline46mondego>"
"26splitHere46","6380985splitHere46","Set"
"27splitHere46","6381120splitHere46","java.util"
"28splitHere46","6381362splitHere46","Image task"
"29splitHere46","6381362splitHere46","NoClassDefFoundError: javax.media.jai.OperationRegistrySpi"
"30splitHere46","6381362splitHere46","jai_core.jar"
"31splitHere46","6381362splitHere46","-verbose"
"32splitHere46","6381362splitHere46","java"
"33splitHere46","6381388splitHere46","File sample1 = new File(<doubleQuotes46>f1.wav<doubleQuotes46>);<newline46mondego>File sample2 = new File(<doubleQuotes46>f2.wav<doubleQuotes46>);<newline46mondego><newline46mondego>File fileOut = new File(<doubleQuotes46>combined.wav<doubleQuotes46>);<newline46mondego><newline46mondego>AudioInputStream audio1 = AudioSystem.getAudioInputStream(sample1);<newline46mondego>AudioInputStream audio2 = AudioSystem.getAudioInputStream(sample2);<newline46mondego><newline46mondego>AudioInputStream audioBuild = new AudioInputStream(new SequenceInputStream(audio1, audio2), audio1.getFormat(), audio1.getFrameLength() + audio2.getFrameLength());<newline46mondego><newline46mondego>for(int i = 0; i < 5; i++)<newline46mondego>{<newline46mondego>    audioBuild = new AudioInputStream(new SequenceInputStream(audioBuild, /* keep creating new input streams */ AudioSystem.getAudioInputStream(sample2)), audioBuild.getFormat(), audioBuild.getFrameLength() + audio2.getFrameLength());<newline46mondego>}<newline46mondego><newline46mondego>AudioSystem.write(audioBuild, AudioFileFormat.Type.WAVE, fileOut);<newline46mondego>"
"34splitHere46","6381411splitHere46",".getDate"
"35splitHere46","6381411splitHere46",".getInt"
"36splitHere46","6381411splitHere46","numberofrowsresultset.getDate(<doubleQuotes46>date<doubleQuotes46>);<newline46mondego>"
"37splitHere46","6381525splitHere46","s.charAt(0);<newline46mondego>"
"38splitHere46","6381525splitHere46","String str = Integer.toBinaryString(<doubleQuotes46>abca<doubleQuotes46>.getBytes(<doubleQuotes46>UTF-8<doubleQuotes46>)[0]);<newline46mondego>    System.out.println(str);<newline46mondego>"
"39splitHere46","6381525splitHere46","static String addLeadingZeroes(String s) {<newline46mondego>    int zeroes = s.length() % 8;<newline46mondego>    byte[] bzero = new byte[8 - zeroes];<newline46mondego>    Arrays.fill(bzero, (byte)0x30);<newline46mondego>    return new StringBuilder(new String(bzero)).append(s).toString();<newline46mondego>}<newline46mondego>"
"40splitHere46","6381525splitHere46","System.out.println(<doubleQuotes46>Original message in binary: <doubleQuotes46>+ addLeadingZeroes(s));<newline46mondego>"
"41splitHere46","6381685splitHere46","ListSelectionModel selectionModel = <newline46mondego>  table.getSelectionModel();<newline46mondego>selectionModel.setSelectionInterval(start, end);<newline46mondego>"
"42splitHere46","6381759splitHere46","context:annotation-config"
"43splitHere46","6381759splitHere46","@Autowired<newline46mondego>private LoginInfoDAO loginInfoDAO;<newline46mondego>"
"44splitHere46","6381759splitHere46","<bean id=<doubleQuotes46>myLoginInfoDAO<doubleQuotes46> class=<doubleQuotes46>com.projectname.dao.LoginInfoDAOImpl<doubleQuotes46>><newline46mondego>        <property name=<doubleQuotes46>sessionFactory<doubleQuotes46> ref=<doubleQuotes46>sessionFactory<doubleQuotes46>/><newline46mondego>    </bean><newline46mondego><newline46mondego>    <bean name=<doubleQuotes46>/login<doubleQuotes46> class=<doubleQuotes46>com.projectname.controllers.LoginController<doubleQuotes46> ><newline46mondego>        <property name=<doubleQuotes46>loginInfoDAO<doubleQuotes46> ref=<doubleQuotes46>myLoginInfoDAO<doubleQuotes46> /><newline46mondego>    </bean><newline46mondego>"
"45splitHere46","6381796splitHere46","static"
"46splitHere46","6381796splitHere46","NetworkShared.LoginRequest"
"47splitHere46","6381796splitHere46","public class NetworkShared {<newline46mondego>    public static class LoginRequest {<newline46mondego>        public String Username;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"48splitHere46","6381796splitHere46","public class Test {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        NetworkShared.LoginRequest o = new NetworkShared.LoginRequest();<newline46mondego>        o.Username = null;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
