"1splitHere46","15349148splitHere46","import java.awt.event.*;<newline46mondego>import java.awt.*;<newline46mondego><newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class ContentPane extends JPanel {<newline46mondego><newline46mondego>   public static final String MENU = <doubleQuotes46>menu<doubleQuotes46>;<newline46mondego>   public static final String GAME = <doubleQuotes46>game<doubleQuotes46>;<newline46mondego>   private static final int PREF_W = 640;<newline46mondego>   private static final int PREF_H = 480;<newline46mondego><newline46mondego>   private CardLayout cardlayout = new CardLayout();<newline46mondego>   private JPanel menu = new JPanel();<newline46mondego>   private JButton start;<newline46mondego>   private Zeichnen game;<newline46mondego><newline46mondego>   public ContentPane() {<newline46mondego>      setLayout(cardlayout);<newline46mondego>      start = new JButton(<doubleQuotes46>Start Game<doubleQuotes46>);<newline46mondego>      game = new Zeichnen();<newline46mondego><newline46mondego>      add(menu, MENU);<newline46mondego>      add(game, GAME);<newline46mondego><newline46mondego>      start.addActionListener(new ActionListener() {<newline46mondego>         public void actionPerformed(ActionEvent e) {<newline46mondego>            cardlayout.next(ContentPane.this);<newline46mondego>         }<newline46mondego>      });<newline46mondego><newline46mondego>      menu.add(start);<newline46mondego>   }<newline46mondego><newline46mondego>   @Override<newline46mondego>   public Dimension getPreferredSize() {<newline46mondego>      return new Dimension(PREF_W, PREF_H);<newline46mondego>   }<newline46mondego><newline46mondego>   private static void createAndShowGui() {<newline46mondego>      JFrame frame = new JFrame(<doubleQuotes46>Epic Game<doubleQuotes46>);<newline46mondego>      frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>      frame.getContentPane().add(new ContentPane());<newline46mondego>      frame.pack();<newline46mondego>      frame.setLocationRelativeTo(null);<newline46mondego>      frame.setVisible(true);<newline46mondego>   }<newline46mondego><newline46mondego>   public static void main(String[] args) {<newline46mondego>      SwingUtilities.invokeLater(new Runnable() {<newline46mondego>         public void run() {<newline46mondego>            createAndShowGui();<newline46mondego>         }<newline46mondego>      });<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"2splitHere46","15349148splitHere46","@SuppressWarnings(<doubleQuotes46>serial<doubleQuotes46>)<newline46mondego>class Zeichnen extends JPanel {<newline46mondego>   private static final String DOWN = <doubleQuotes46>down<doubleQuotes46>;<newline46mondego><newline46mondego>   public Zeichnen() {<newline46mondego>      int condition = WHEN_IN_FOCUSED_WINDOW;<newline46mondego>      InputMap inputMap = getInputMap(condition);<newline46mondego>      ActionMap actionMap = getActionMap();<newline46mondego><newline46mondego>      inputMap.put(KeyStroke.getKeyStroke(KeyEvent.VK_DOWN, 0), DOWN);<newline46mondego>      actionMap.put(DOWN, new AbstractAction(DOWN) {<newline46mondego>         {<newline46mondego>            putValue(ACTION_COMMAND_KEY, DOWN);<newline46mondego>         }<newline46mondego><newline46mondego>         @Override<newline46mondego>         public void actionPerformed(ActionEvent evt) {<newline46mondego>            System.out.println(evt.getActionCommand());<newline46mondego>         }<newline46mondego>      });<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"3splitHere46","15349216splitHere46","String sql = <doubleQuotes46>INSERT INTO `ad`.`ad` (`imgURL`, `linkURL`, `client`, `idx`) VALUES (?, ?, ?, ?)<doubleQuotes46>;<newline46mondego>final Statement statement = conn.prepareStatment(sql);<newline46mondego>statement.setString(1, a.getImgURL()) ;<newline46mondego>statement.setString(2, a.getLinkURL()) ;<newline46mondego>statement.setString(3, a.getClient()) ;<newline46mondego>statement.setString(4, a.getIdx());<newline46mondego>final ResultSet results = statement.executeQuery();<newline46mondego>"
"4splitHere46","15349277splitHere46","public static void main(String[] args)"
"5splitHere46","15349555splitHere46","t"
"6splitHere46","15349555splitHere46","public double evaluateX(double t) { ... }<newline46mondego>public double evaluateY(double t) { ... }<newline46mondego>"
"7splitHere46","15349555splitHere46","GeneralPath gp = new GeneralPath();<newline46mondego>double tstep = (tmax - tmin) / 998;<newline46mondego>for (double t=tmin; t += tstep; t<tmax) {<newline46mondego>    double x = evaluateX(t);<newline46mondego>    double y = evaluateY(t);<newline46mondego>    if (t == 0) {<newline46mondego>        gp.moveTo(x, y);<newline46mondego>    } else {<newline46mondego>        gp.lineTo(x, y);<newline46mondego>    }<newline46mondego>}<newline46mondego>g2d.draw(gp);<newline46mondego>"
"8splitHere46","15349555splitHere46","GeneralPath gp = new GeneralPath();<newline46mondego>final double scale = 3.0;<newline46mondego>double tstep = (tmax - tmin) / 998;<newline46mondego>for (double t=tmin; t += tstep; t<tmax) {<newline46mondego>    double x = scale * evaluateX(t);<newline46mondego>    double y = scale * evaluateY(t);<newline46mondego>    if (t == 0) {<newline46mondego>        gp.moveTo(x, y);<newline46mondego>    } else {<newline46mondego>        gp.lineTo(x, y);<newline46mondego>    }<newline46mondego>}<newline46mondego>g2d.draw(gp);<newline46mondego>"
"9splitHere46","15349567splitHere46","Comparator<String>"
"10splitHere46","15349567splitHere46","Comparator<Object>"
