"1splitHere46","4076706splitHere46","servlet-api.jar"
"2splitHere46","4076706splitHere46","jsp-api.jar"
"3splitHere46","4076706splitHere46","el-api.jar"
"4splitHere46","4076706splitHere46","j2ee.jar"
"5splitHere46","4076706splitHere46","javaee.jar"
"6splitHere46","4076706splitHere46","/WEB-INF/lib"
"7splitHere46","4076706splitHere46","/JRE/lib"
"8splitHere46","4076706splitHere46","/JRE/lib/ext"
"9splitHere46","4076993splitHere46","String xml = <doubleQuotes46><doubleQuotes46>; //Populated XML String....<newline46mondego><newline46mondego>DocumentBuilderFactory factory = DocumentBuilderFactory.newInstance();<newline46mondego>DocumentBuilder builder = factory.newDocumentBuilder();<newline46mondego>Document document = builder.parse(new InputSource(new StringReader(xml)));<newline46mondego>Element rootElement = document.getDocumentElement();<newline46mondego>"
"10splitHere46","4076993splitHere46","Document document"
"11splitHere46","4076993splitHere46","Document document = builder.parse(new File(<doubleQuotes46>file.xml<doubleQuotes46>));<newline46mondego>"
"12splitHere46","4076993splitHere46","document.getDocumentElement()"
"13splitHere46","4076993splitHere46","<config>"
"14splitHere46","4076993splitHere46","rootElement"
"15splitHere46","4076993splitHere46","rootElement.getAttribute()"
"16splitHere46","4076993splitHere46","<requestqueue>"
"17splitHere46","4076993splitHere46","protected String getString(String tagName, Element element) {<newline46mondego>        NodeList list = element.getElementsByTagName(tagName);<newline46mondego>        if (list != null && list.getLength() > 0) {<newline46mondego>            NodeList subList = list.item(0).getChildNodes();<newline46mondego><newline46mondego>            if (subList != null && subList.getLength() > 0) {<newline46mondego>                return subList.item(0).getNodeValue();<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        return null;<newline46mondego>    }<newline46mondego>"
"18splitHere46","4076993splitHere46","String requestQueueName = getString(<doubleQuotes46>requestqueue<doubleQuotes46>, element);<newline46mondego>"
"19splitHere46","4077139splitHere46","sessionFactory"
"20splitHere46","4077139splitHere46","@Transactional"
"21splitHere46","4077342splitHere46","mvn install<newline46mondego>"
"22splitHere46","4077342splitHere46","install"
"23splitHere46","4077342splitHere46","validate"
"24splitHere46","4077342splitHere46","compile"
"25splitHere46","4077342splitHere46","test"
"26splitHere46","4077342splitHere46","package"
"27splitHere46","4077342splitHere46","install"
"28splitHere46","4077342splitHere46","install"
"29splitHere46","4077342splitHere46","mvn clean install"
"30splitHere46","4077342splitHere46","mvn install"
"31splitHere46","4077342splitHere46","mvn install"
"32splitHere46","4077342splitHere46","mvn install"
"33splitHere46","4077342splitHere46","-rf, --resume-from<newline46mondego>        Resume reactor from specified project<newline46mondego>-pl, --projects<newline46mondego>        Build specified reactor projects instead of all projects<newline46mondego>-am, --also-make<newline46mondego>        If project list is specified, also build projects required by the list<newline46mondego>-amd, --also-make-dependents<newline46mondego>        If project list is specified, also build projects that depend on projects on the list <newline46mondego>"
"34splitHere46","4077342splitHere46","module-foo"
"35splitHere46","4077342splitHere46","mvn -pl module-foo,my-packaged-app install<newline46mondego>"
"36splitHere46","4077342splitHere46","module-foo"
"37splitHere46","4077342splitHere46","mvn -pl module-foo -amd install<newline46mondego>"
"38splitHere46","4077731splitHere46","public class PersonList {<newline46mondego><newline46mondego>    private List<Person> list;<newline46mondego><newline46mondego>    public PersonList(){<newline46mondego>        list = new ArrayList<Person>();<newline46mondego>    }<newline46mondego><newline46mondego>    public void add(Person p){<newline46mondego>        list.add(p);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"39splitHere46","4077731splitHere46","XStream xstream = new XStream();<newline46mondego>    xstream.alias(<doubleQuotes46>person<doubleQuotes46>, Person.class);<newline46mondego>    xstream.alias(<doubleQuotes46>persons<doubleQuotes46>, PersonList.class);<newline46mondego>    xstream.addImplicitCollection(PersonList.class, <doubleQuotes46>list<doubleQuotes46>);<newline46mondego><newline46mondego>    PersonList list = new PersonList();<newline46mondego>    list.add(new Person(<doubleQuotes46>ABC<doubleQuotes46>,12,<doubleQuotes46>address<doubleQuotes46>));<newline46mondego>    list.add(new Person(<doubleQuotes46>XYZ<doubleQuotes46>,20,<doubleQuotes46>address2<doubleQuotes46>));<newline46mondego><newline46mondego>    String xml = xstream.toXML(list);<newline46mondego>"
"40splitHere46","4077731splitHere46","String xml = <doubleQuotes46><persons><person>...</person></persons><doubleQuotes46>;<newline46mondego>    PersonList pList = (PersonList)xstream.fromXML(s);<newline46mondego>"
"41splitHere46","4077734splitHere46","XController"
"42splitHere46","4077734splitHere46","@Controller"
"43splitHere46","4077921splitHere46","Hit Queue"
"44splitHere46","4077921splitHere46","While (Domino C is not Down) AND (Hit Queue is not empty):<newline46mondego>    Let New Hits be an empty queue of dominoes<newline46mondego>    For each Domino in Hit Queue:<newline46mondego>        mark Domino as Down<newline46mondego>        Check each adjacent position (NSEW) for a domino:<newline46mondego>            If one is found, add a reference to it to New Hits<newline46mondego>    Replace Hit Queue with New Hits<newline46mondego>    Update GUI (make Down dominoes red or something)<newline46mondego><newline46mondego>Let Victory be a Boolean equal to whether Domino C is Down<newline46mondego>"
